transport_type,stop,line,delay,theoretical_time,expectedArrivalTime,date,direction,date_year,date_month,date_weekday,date_hour,date_minute,date_seconde,temp,humidity,visibility,wind,rain
0,0089,39,,,,2020-11-06 00:00:30.487844,,2020,11,4,0,0,30,276.54,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:00:31.382709,,2020,11,4,0,0,31,276.54,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:00:33.942496,,2020,11,4,0,0,33,276.54,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:00:35.730311,,2020,11,4,0,0,35,276.54,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:01:41.020364,,2020,11,4,0,1,41,276.54,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:01:41.020780,,2020,11,4,0,1,41,276.54,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:01:43.587618,,2020,11,4,0,1,43,276.54,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:01:45.301110,,2020,11,4,0,1,45,276.54,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:02:49.250219,,2020,11,4,0,2,49,276.54,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:02:49.250636,,2020,11,4,0,2,49,276.54,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:02:51.808480,,2020,11,4,0,2,51,276.54,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:02:53.515537,,2020,11,4,0,2,53,276.54,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:03:55.036676,,2020,11,4,0,3,55,276.24,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:03:55.037088,,2020,11,4,0,3,55,276.24,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:03:57.590827,,2020,11,4,0,3,57,276.24,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:03:59.295662,,2020,11,4,0,3,59,276.24,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:05:01.155875,,2020,11,4,0,5,1,276.24,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:05:01.156287,,2020,11,4,0,5,1,276.24,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:05:03.709047,,2020,11,4,0,5,3,276.24,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:05:05.414513,,2020,11,4,0,5,5,276.24,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:06:07.124823,,2020,11,4,0,6,7,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:06:07.125237,,2020,11,4,0,6,7,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:06:09.687631,,2020,11,4,0,6,9,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:06:11.442524,,2020,11,4,0,6,11,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:07:14.804786,,2020,11,4,0,7,14,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:07:14.805201,,2020,11,4,0,7,14,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:07:17.374445,,2020,11,4,0,7,17,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:07:19.134225,,2020,11,4,0,7,19,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:08:20.867356,,2020,11,4,0,8,20,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:08:20.867770,,2020,11,4,0,8,20,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:08:23.430248,,2020,11,4,0,8,23,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:08:25.188614,,2020,11,4,0,8,25,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:09:30.007956,,2020,11,4,0,9,30,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:09:30.008368,,2020,11,4,0,9,30,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:09:32.564295,,2020,11,4,0,9,32,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:09:34.319599,,2020,11,4,0,9,34,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:10:39.529080,,2020,11,4,0,10,39,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:10:39.529499,,2020,11,4,0,10,39,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:10:42.087015,,2020,11,4,0,10,42,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:10:43.794144,,2020,11,4,0,10,43,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:11:44.485935,,2020,11,4,0,11,44,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:11:44.486657,,2020,11,4,0,11,44,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:11:47.053577,,2020,11,4,0,11,47,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:11:48.767451,,2020,11,4,0,11,48,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:12:49.809856,,2020,11,4,0,12,49,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:12:49.810592,,2020,11,4,0,12,49,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:12:52.377299,,2020,11,4,0,12,52,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:12:54.097359,,2020,11,4,0,12,54,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:13:55.023218,,2020,11,4,0,13,55,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:13:55.023903,,2020,11,4,0,13,55,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:13:57.578452,,2020,11,4,0,13,57,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:13:59.298282,,2020,11,4,0,13,59,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:15:01.595167,,2020,11,4,0,15,1,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:15:01.595918,,2020,11,4,0,15,1,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:15:04.185596,,2020,11,4,0,15,4,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:15:05.914242,,2020,11,4,0,15,5,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:16:06.844445,,2020,11,4,0,16,6,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:16:06.845049,,2020,11,4,0,16,6,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:16:09.407780,,2020,11,4,0,16,9,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:16:11.120832,,2020,11,4,0,16,11,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:17:15.736797,,2020,11,4,0,17,15,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:17:15.737484,,2020,11,4,0,17,15,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:17:18.294452,,2020,11,4,0,17,18,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:17:20.007603,,2020,11,4,0,17,20,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:18:20.627448,,2020,11,4,0,18,20,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:18:20.628136,,2020,11,4,0,18,20,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:18:23.180297,,2020,11,4,0,18,23,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:18:24.889166,,2020,11,4,0,18,24,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:19:25.522936,,2020,11,4,0,19,25,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:19:25.523621,,2020,11,4,0,19,25,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:19:28.111088,,2020,11,4,0,19,28,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:19:29.852014,,2020,11,4,0,19,29,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:20:30.650374,,2020,11,4,0,20,30,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:20:30.651067,,2020,11,4,0,20,30,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:20:33.204396,,2020,11,4,0,20,33,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:20:34.907607,,2020,11,4,0,20,34,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:21:37.282192,,2020,11,4,0,21,37,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:21:37.282885,,2020,11,4,0,21,37,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:21:39.831790,,2020,11,4,0,21,39,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:21:41.550694,,2020,11,4,0,21,41,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:22:42.402623,,2020,11,4,0,22,42,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:22:42.403310,,2020,11,4,0,22,42,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:22:44.958479,,2020,11,4,0,22,44,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:22:46.665266,,2020,11,4,0,22,46,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:23:51.140990,,2020,11,4,0,23,51,276.11,86,10000,2.1,0
0,0089,44,,,,2020-11-06 00:23:51.141677,,2020,11,4,0,23,51,276.11,86,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:23:53.719530,,2020,11,4,0,23,53,276.11,86,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:23:55.435086,,2020,11,4,0,23,55,276.11,86,10000,2.1,0
0,0089,39,,,,2020-11-06 00:24:56.258535,,2020,11,4,0,24,56,276.5,80,10000,2.1,0
0,0089,44,,,,2020-11-06 00:24:56.259229,,2020,11,4,0,24,56,276.5,80,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:24:58.815940,,2020,11,4,0,24,58,276.5,80,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:25:00.527020,,2020,11,4,0,25,0,276.5,80,10000,2.1,0
0,0089,39,,,,2020-11-06 00:26:01.372179,,2020,11,4,0,26,1,276.5,80,10000,2.1,0
0,0089,44,,,,2020-11-06 00:26:01.372868,,2020,11,4,0,26,1,276.5,80,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:26:03.926318,,2020,11,4,0,26,3,276.5,80,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:26:03.926743,,2020,11,4,0,26,3,276.5,80,10000,2.1,0
0,0089,39,,,,2020-11-06 00:27:04.874455,,2020,11,4,0,27,4,276.5,80,10000,2.1,0
0,0089,44,,,,2020-11-06 00:27:04.875158,,2020,11,4,0,27,4,276.5,80,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:27:07.451151,,2020,11,4,0,27,7,276.5,80,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:27:07.451572,,2020,11,4,0,27,7,276.5,80,10000,2.1,0
0,0089,39,,,,2020-11-06 00:28:08.084812,,2020,11,4,0,28,8,276.5,80,10000,2.1,0
0,0089,44,,,,2020-11-06 00:28:08.085503,,2020,11,4,0,28,8,276.5,80,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:28:08.086190,,2020,11,4,0,28,8,276.5,80,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:28:08.086922,,2020,11,4,0,28,8,276.5,80,10000,2.1,0
0,0089,39,,,,2020-11-06 00:29:08.707724,,2020,11,4,0,29,8,276.5,80,10000,2.1,0
0,0089,44,,,,2020-11-06 00:29:08.708412,,2020,11,4,0,29,8,276.5,80,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:29:08.709068,,2020,11,4,0,29,8,276.5,80,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:29:08.709714,,2020,11,4,0,29,8,276.5,80,10000,2.1,0
0,0089,39,,,,2020-11-06 00:30:09.324873,,2020,11,4,0,30,9,276.5,80,10000,2.1,0
0,0089,44,,,,2020-11-06 00:30:09.325561,,2020,11,4,0,30,9,276.5,80,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:30:09.326243,,2020,11,4,0,30,9,276.5,80,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:30:09.326893,,2020,11,4,0,30,9,276.5,80,10000,2.1,0
0,0089,39,,,,2020-11-06 00:31:11.857543,,2020,11,4,0,31,11,276.5,80,10000,2.1,0
0,0089,44,,,,2020-11-06 00:31:11.858262,,2020,11,4,0,31,11,276.5,80,10000,2.1,0
0,6608G,51,,,,2020-11-06 00:31:11.858925,,2020,11,4,0,31,11,276.5,80,10000,2.1,0
0,6608G,82,,,,2020-11-06 00:31:11.859571,,2020,11,4,0,31,11,276.5,80,10000,2.1,0
0,0089,39,,,,2020-11-06 00:32:15.922892,,2020,11,4,0,32,15,276.5,80,10000,2.1,0
0,0089,44,,,,2020-11-06 00:32:15.923492,,2020,11,4,0,32,15,276.5,80,10000,2.1,0
