transport_type,stop,line,delay,theoretical_time,expectedArrivalTime,date,direction,date_year,date_month,date_weekday,date_hour,date_minute,date_seconde,temp,humidity,visibility,wind,rain
0,6608G,51,,,,2020-11-08 01:01:33.203583,,2020,11,6,1,1,33,279.88,87,10000,1,0
0,6608G,82,,,,2020-11-08 01:01:33.204225,,2020,11,6,1,1,33,279.88,87,10000,1,0
0,0089,39,,,,2020-11-08 01:02:34.312586,,2020,11,6,1,2,34,279.88,87,10000,1,0
0,0089,44,,,,2020-11-08 01:02:34.313270,,2020,11,6,1,2,34,279.88,87,10000,1,0
0,6608G,51,,,,2020-11-08 01:02:34.313932,,2020,11,6,1,2,34,279.88,87,10000,1,0
0,6608G,82,,,,2020-11-08 01:02:34.314602,,2020,11,6,1,2,34,279.88,87,10000,1,0
0,0089,39,,,,2020-11-08 01:03:35.065658,,2020,11,6,1,3,35,279.88,87,10000,1,0
0,0089,44,,,,2020-11-08 01:03:35.066370,,2020,11,6,1,3,35,279.88,87,10000,1,0
0,6608G,51,,,,2020-11-08 01:03:35.067026,,2020,11,6,1,3,35,279.88,87,10000,1,0
0,6608G,82,,,,2020-11-08 01:03:35.067673,,2020,11,6,1,3,35,279.88,87,10000,1,0
0,0089,39,,,,2020-11-08 01:04:35.676873,,2020,11,6,1,4,35,279.88,87,10000,1,0
