transport_type,trip,stop,line,delay,theoretical_time,expectedArrivalTime,date,direction,year,month,day,hour,minute,temp,humidity,visibility,wind,rain
0,,5519,39,,,,2020-11-20 00:00:17.408325,,2020,11,4,0,0,278.21,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:02:48.709374,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,0089,44,,,,2020-11-20 00:02:48.709805,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5501,39,,,,2020-11-20 00:02:48.889912,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5501,44,,,,2020-11-20 00:02:48.890489,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5502,39,,,,2020-11-20 00:02:49.069513,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5502,44,,,,2020-11-20 00:02:49.070087,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5503,39,,,,2020-11-20 00:02:49.250453,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5503,44,,,,2020-11-20 00:02:49.430336,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5504,39,,,,2020-11-20 00:02:49.609306,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5504,44,,,,2020-11-20 00:02:49.788910,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5281G,39,,,,2020-11-20 00:02:49.970070,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5281G,44,,,,2020-11-20 00:02:50.151899,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5281G,8,,,,2020-11-20 00:02:50.502326,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5507,39,,,,2020-11-20 00:02:50.682415,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5507,44,,,,2020-11-20 00:02:50.861421,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5508,39,,,,2020-11-20 00:02:51.042119,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5508,44,,,,2020-11-20 00:02:51.220323,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5509,39,,,,2020-11-20 00:02:51.401642,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5510,39,,,,2020-11-20 00:02:51.580857,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5512,39,,,,2020-11-20 00:02:54.225974,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,6474F,39,,,,2020-11-20 00:02:54.405984,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5529,39,,,,2020-11-20 00:02:54.586022,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5532,39,,,,2020-11-20 00:02:54.764922,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5515,39,,,,2020-11-20 00:02:54.944068,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5516,39,,,,2020-11-20 00:02:55.123736,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5517,39,,,,2020-11-20 00:02:55.302952,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5518,39,,,,2020-11-20 00:02:55.482006,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,5519,39,,,,2020-11-20 00:02:55.661051,,2020,11,4,0,2,278.21,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:05:27.280936,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,0089,44,,,,2020-11-20 00:05:27.281364,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5501,39,,,,2020-11-20 00:05:27.462391,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5501,44,,,,2020-11-20 00:05:27.462978,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5502,39,,,,2020-11-20 00:05:27.642461,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5502,44,,,,2020-11-20 00:05:27.643038,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5503,39,,,,2020-11-20 00:05:27.823773,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5503,44,,,,2020-11-20 00:05:27.824391,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5504,39,,,,2020-11-20 00:05:28.005101,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5504,44,,,,2020-11-20 00:05:28.005677,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5281G,39,,,,2020-11-20 00:05:28.187519,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5281G,44,,,,2020-11-20 00:05:28.368160,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5281G,8,,,,2020-11-20 00:05:28.719991,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5507,39,,,,2020-11-20 00:05:28.900719,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5507,44,,,,2020-11-20 00:05:29.081150,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5508,39,,,,2020-11-20 00:05:29.261703,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5508,44,,,,2020-11-20 00:05:29.441468,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5509,39,,,,2020-11-20 00:05:29.622164,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5510,39,,,,2020-11-20 00:05:29.801504,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5512,39,,,,2020-11-20 00:05:32.004443,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,6474F,39,,,,2020-11-20 00:05:32.184595,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5529,39,,,,2020-11-20 00:05:32.363442,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5532,39,,,,2020-11-20 00:05:32.542965,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5515,39,,,,2020-11-20 00:05:32.722715,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5516,39,,,,2020-11-20 00:05:32.902264,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5517,39,,,,2020-11-20 00:05:33.082036,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5518,39,,,,2020-11-20 00:05:33.261172,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,5519,39,,,,2020-11-20 00:05:33.440329,,2020,11,4,0,5,278.21,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:08:04.936810,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,0089,44,,,,2020-11-20 00:08:04.937244,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5501,39,,,,2020-11-20 00:08:05.117823,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5501,44,,,,2020-11-20 00:08:05.118401,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5502,39,,,,2020-11-20 00:08:05.298079,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5502,44,,,,2020-11-20 00:08:05.298652,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5503,39,,,,2020-11-20 00:08:05.477645,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5503,44,,,,2020-11-20 00:08:05.478222,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5504,39,,,,2020-11-20 00:08:05.657418,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5504,44,,,,2020-11-20 00:08:05.657992,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5281G,39,,,,2020-11-20 00:08:05.838534,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5281G,44,,,,2020-11-20 00:08:05.838964,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5281G,8,,,,2020-11-20 00:08:06.191476,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5507,39,,,,2020-11-20 00:08:06.373319,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5507,44,,,,2020-11-20 00:08:06.373895,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5508,39,,,,2020-11-20 00:08:06.553966,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5508,44,,,,2020-11-20 00:08:06.734498,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5509,39,,,,2020-11-20 00:08:06.913682,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5510,39,,,,2020-11-20 00:08:07.093528,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5512,39,,,,2020-11-20 00:08:09.891319,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,6474F,39,,,,2020-11-20 00:08:10.073118,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5529,39,,,,2020-11-20 00:08:10.255240,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5532,39,,,,2020-11-20 00:08:10.434215,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5515,39,,,,2020-11-20 00:08:10.616524,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5516,39,,,,2020-11-20 00:08:10.800282,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5517,39,,,,2020-11-20 00:08:10.980192,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5518,39,,,,2020-11-20 00:08:11.161847,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,5519,39,,,,2020-11-20 00:08:11.342134,,2020,11,4,0,8,278.21,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:10:43.805229,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,0089,44,,,,2020-11-20 00:10:43.805875,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5501,39,,,,2020-11-20 00:10:43.993459,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5501,44,,,,2020-11-20 00:10:43.994041,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5502,39,,,,2020-11-20 00:10:44.173757,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5502,44,,,,2020-11-20 00:10:44.174337,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5503,39,,,,2020-11-20 00:10:44.358467,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5503,44,,,,2020-11-20 00:10:44.359058,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5504,39,,,,2020-11-20 00:10:44.538686,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5504,44,,,,2020-11-20 00:10:44.539268,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5281G,39,,,,2020-11-20 00:10:44.726903,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5281G,44,,,,2020-11-20 00:10:44.727385,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5281G,8,,,,2020-11-20 00:10:45.077764,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5507,39,,,,2020-11-20 00:10:45.261995,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5507,44,,,,2020-11-20 00:10:45.262577,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5508,39,,,,2020-11-20 00:10:45.443253,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5508,44,,,,2020-11-20 00:10:45.443846,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5509,39,,,,2020-11-20 00:10:45.628368,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5510,39,,,,2020-11-20 00:10:45.808446,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5512,39,,,,2020-11-20 00:10:53.828658,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,6474F,39,,,,2020-11-20 00:10:54.015260,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5529,39,,,,2020-11-20 00:10:54.196660,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5532,39,,,,2020-11-20 00:10:54.382252,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5515,39,,,,2020-11-20 00:10:54.563773,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5516,39,,,,2020-11-20 00:10:54.749935,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5517,39,,,,2020-11-20 00:10:54.931534,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5518,39,,,,2020-11-20 00:10:55.117321,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,5519,39,,,,2020-11-20 00:10:55.298775,,2020,11,4,0,10,278.06,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:13:33.792731,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,0089,44,,,,2020-11-20 00:13:33.793489,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5501,39,,,,2020-11-20 00:13:33.794480,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5501,44,,,,2020-11-20 00:13:33.795455,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5502,39,,,,2020-11-20 00:13:33.796453,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5502,44,,,,2020-11-20 00:13:33.797432,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5503,39,,,,2020-11-20 00:13:33.798402,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5503,44,,,,2020-11-20 00:13:33.799265,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5504,39,,,,2020-11-20 00:13:33.979351,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5504,44,,,,2020-11-20 00:13:33.979923,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5281G,39,,,,2020-11-20 00:13:34.163092,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5281G,44,,,,2020-11-20 00:13:34.163525,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5281G,8,,,,2020-11-20 00:13:34.514180,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5507,39,,,,2020-11-20 00:13:34.695613,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5507,44,,,,2020-11-20 00:13:34.696186,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5508,39,,,,2020-11-20 00:13:34.876690,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5508,44,,,,2020-11-20 00:13:34.877261,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5509,39,,,,2020-11-20 00:13:35.059436,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5510,39,,,,2020-11-20 00:13:35.239308,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5512,39,,,,2020-11-20 00:13:45.175435,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,6474F,39,,,,2020-11-20 00:13:45.355589,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5529,39,,,,2020-11-20 00:13:45.535553,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5532,39,,,,2020-11-20 00:13:45.715124,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5515,39,,,,2020-11-20 00:13:45.895393,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5516,39,,,,2020-11-20 00:13:46.075085,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5517,39,,,,2020-11-20 00:13:46.255249,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5518,39,,,,2020-11-20 00:13:46.435030,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,5519,39,,,,2020-11-20 00:13:46.615386,,2020,11,4,0,13,278.06,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:16:23.666494,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,0089,44,,,,2020-11-20 00:16:23.667228,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5501,39,,,,2020-11-20 00:16:23.668222,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5501,44,,,,2020-11-20 00:16:23.669231,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5502,39,,,,2020-11-20 00:16:23.670206,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5502,44,,,,2020-11-20 00:16:23.671178,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5503,39,,,,2020-11-20 00:16:23.672147,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5503,44,,,,2020-11-20 00:16:23.672858,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5504,39,,,,2020-11-20 00:16:23.673404,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5504,44,,,,2020-11-20 00:16:23.673945,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5281G,39,,,,2020-11-20 00:16:23.674333,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5281G,44,,,,2020-11-20 00:16:23.674718,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5281G,8,,,,2020-11-20 00:16:24.026045,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5507,39,,,,2020-11-20 00:16:24.026619,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5507,44,,,,2020-11-20 00:16:24.027128,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5508,39,,,,2020-11-20 00:16:24.206174,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5508,44,,,,2020-11-20 00:16:24.206750,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5509,39,,,,2020-11-20 00:16:24.387135,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5510,39,,,,2020-11-20 00:16:24.566563,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5512,39,,,,2020-11-20 00:16:27.042564,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,6474F,39,,,,2020-11-20 00:16:27.224067,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5529,39,,,,2020-11-20 00:16:27.403970,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5532,39,,,,2020-11-20 00:16:27.584375,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5515,39,,,,2020-11-20 00:16:27.764558,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5516,39,,,,2020-11-20 00:16:27.943871,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5517,39,,,,2020-11-20 00:16:28.126045,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5518,39,,,,2020-11-20 00:16:28.309206,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,5519,39,,,,2020-11-20 00:16:28.489043,,2020,11,4,0,16,278.06,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:19:00.533727,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,0089,44,,,,2020-11-20 00:19:00.534206,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5501,39,,,,2020-11-20 00:19:00.534827,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5501,44,,,,2020-11-20 00:19:00.535440,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5502,39,,,,2020-11-20 00:19:00.536040,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5502,44,,,,2020-11-20 00:19:00.536672,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5503,39,,,,2020-11-20 00:19:00.537274,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5503,44,,,,2020-11-20 00:19:00.537867,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5504,39,,,,2020-11-20 00:19:00.538467,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5504,44,,,,2020-11-20 00:19:00.539059,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5281G,39,,,,2020-11-20 00:19:00.539486,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5281G,44,,,,2020-11-20 00:19:00.539911,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5281G,8,,,,2020-11-20 00:19:00.892108,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5507,39,,,,2020-11-20 00:19:00.892717,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5507,44,,,,2020-11-20 00:19:00.893232,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5508,39,,,,2020-11-20 00:19:00.893740,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5508,44,,,,2020-11-20 00:19:00.894242,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5509,39,,,,2020-11-20 00:19:00.894749,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5510,39,,,,2020-11-20 00:19:01.073339,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5512,39,,,,2020-11-20 00:19:03.192596,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,6474F,39,,,,2020-11-20 00:19:03.373269,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5529,39,,,,2020-11-20 00:19:03.552604,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5532,39,,,,2020-11-20 00:19:03.731456,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5515,39,,,,2020-11-20 00:19:03.910643,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5516,39,,,,2020-11-20 00:19:04.089175,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5517,39,,,,2020-11-20 00:19:04.268014,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5518,39,,,,2020-11-20 00:19:04.446499,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,5519,39,,,,2020-11-20 00:19:04.625271,,2020,11,4,0,19,278.06,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:21:37.049290,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,0089,44,,,,2020-11-20 00:21:37.049929,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5501,39,,,,2020-11-20 00:21:37.050786,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5501,44,,,,2020-11-20 00:21:37.051634,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5502,39,,,,2020-11-20 00:21:37.052493,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5502,44,,,,2020-11-20 00:21:37.053331,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5503,39,,,,2020-11-20 00:21:37.054168,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5503,44,,,,2020-11-20 00:21:37.054998,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5504,39,,,,2020-11-20 00:21:37.055832,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5504,44,,,,2020-11-20 00:21:37.056678,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5281G,39,,,,2020-11-20 00:21:37.057273,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5281G,44,,,,2020-11-20 00:21:37.057860,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5281G,8,,,,2020-11-20 00:21:37.414205,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5507,39,,,,2020-11-20 00:21:37.414788,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5507,44,,,,2020-11-20 00:21:37.415298,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5508,39,,,,2020-11-20 00:21:37.415804,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5508,44,,,,2020-11-20 00:21:37.416327,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5509,39,,,,2020-11-20 00:21:37.416837,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5510,39,,,,2020-11-20 00:21:37.417352,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5512,39,,,,2020-11-20 00:21:39.980354,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,6474F,39,,,,2020-11-20 00:21:40.162687,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5529,39,,,,2020-11-20 00:21:40.341747,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5532,39,,,,2020-11-20 00:21:40.521079,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5515,39,,,,2020-11-20 00:21:40.699824,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5516,39,,,,2020-11-20 00:21:40.879322,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5517,39,,,,2020-11-20 00:21:41.058267,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5518,39,,,,2020-11-20 00:21:41.237743,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,5519,39,,,,2020-11-20 00:21:41.416954,,2020,11,4,0,21,278.06,86,10000,2.6,0
0,,0089,39,,,,2020-11-20 00:24:13.013838,,2020,11,4,0,24,277.98,86,10000,3.1,0
0,,0089,44,,,,2020-11-20 00:24:13.014656,,2020,11,4,0,24,277.98,86,10000,3.1,0
0,,5501,39,,,,2020-11-20 00:24:13.015679,,2020,11,4,0,24,277.98,86,10000,3.1,0
0,,5501,44,,,,2020-11-20 00:24:13.016700,,2020,11,4,0,24,277.98,86,10000,3.1,0
