0,0089,39,,,,2020-11-04 00:00:02.128143,,2020,11,2,0,0,2,279.56,87,10000,4.6,0
0,0089,44,,,,2020-11-04 00:00:03.048336,,2020,11,2,0,0,3,279.56,87,10000,4.6,0
0,6608G,51,,,,2020-11-04 00:00:05.797163,,2020,11,2,0,0,5,279.56,87,10000,4.6,0
0,6608G,82,,,,2020-11-04 00:00:07.628541,,2020,11,2,0,0,7,279.56,87,10000,4.6,0
0,0089,39,,,,2020-11-04 00:01:17.544198,,2020,11,2,0,1,17,279.56,87,10000,4.6,0
0,0089,44,,,,2020-11-04 00:01:17.544611,,2020,11,2,0,1,17,279.56,87,10000,4.6,0
0,6608G,51,,,,2020-11-04 00:01:20.264866,,2020,11,2,0,1,20,279.56,87,10000,4.6,0
0,6608G,82,,,,2020-11-04 00:01:22.107534,,2020,11,2,0,1,22,279.56,87,10000,4.6,0
0,0089,39,,,,2020-11-04 00:02:23.678759,,2020,11,2,0,2,23,279.47,87,10000,4.6,0
0,0089,44,,,,2020-11-04 00:02:23.679187,,2020,11,2,0,2,23,279.47,87,10000,4.6,0
0,6608G,51,,,,2020-11-04 00:02:26.397405,,2020,11,2,0,2,26,279.47,87,10000,4.6,0
0,6608G,82,,,,2020-11-04 00:02:28.214946,,2020,11,2,0,2,28,279.47,87,10000,4.6,0
0,0089,39,,,,2020-11-04 00:03:29.835986,,2020,11,2,0,3,29,279.47,87,10000,4.6,0
0,0089,44,,,,2020-11-04 00:03:29.836402,,2020,11,2,0,3,29,279.47,87,10000,4.6,0
0,6608G,51,,,,2020-11-04 00:03:32.575573,,2020,11,2,0,3,32,279.47,87,10000,4.6,0
0,6608G,82,,,,2020-11-04 00:03:34.401849,,2020,11,2,0,3,34,279.47,87,10000,4.6,0
0,0089,39,,,,2020-11-04 00:04:35.913452,,2020,11,2,0,4,35,279.47,87,10000,4.6,0
0,0089,44,,,,2020-11-04 00:04:35.913879,,2020,11,2,0,4,35,279.47,87,10000,4.6,0
0,6608G,51,,,,2020-11-04 00:04:38.658402,,2020,11,2,0,4,38,279.47,87,10000,4.6,0
0,6608G,82,,,,2020-11-04 00:04:40.493124,,2020,11,2,0,4,40,279.47,87,10000,4.6,0
