0,,0089,39,,,,2020-11-28 00:01:10.538393,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,0089,44,,,,2020-11-28 00:01:10.538833,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5501,39,,,,2020-11-28 00:01:10.717776,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5501,44,,,,2020-11-28 00:01:10.895410,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5502,39,,,,2020-11-28 00:01:11.073464,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5502,44,,,,2020-11-28 00:01:11.252051,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5503,39,,,,2020-11-28 00:01:11.430966,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5503,44,,,,2020-11-28 00:01:11.609396,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5504,39,,,,2020-11-28 00:01:11.787725,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5504,44,,,,2020-11-28 00:01:11.965889,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5281G,39,,,,2020-11-28 00:01:12.146156,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5281G,44,,,,2020-11-28 00:01:12.325882,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5281G,8,,,,2020-11-28 00:01:12.673844,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5507,39,,,,2020-11-28 00:01:12.852862,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5507,44,,,,2020-11-28 00:01:13.031010,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5508,39,,,,2020-11-28 00:01:13.210071,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5508,44,,,,2020-11-28 00:01:13.387985,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5509,39,,,,2020-11-28 00:01:13.566797,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5510,39,,,,2020-11-28 00:01:13.745023,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5512,39,,,,2020-11-28 00:01:16.830183,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,6474F,39,,,,2020-11-28 00:01:17.009727,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5529,39,,,,2020-11-28 00:01:17.194480,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5532,39,,,,2020-11-28 00:01:17.372905,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5515,39,,,,2020-11-28 00:01:17.551012,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5516,39,,,,2020-11-28 00:01:17.729621,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5517,39,,,,2020-11-28 00:01:17.908169,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5518,39,,,,2020-11-28 00:01:18.086885,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,5519,39,,,,2020-11-28 00:01:18.266323,,2020,11,5,0,1,279.53,93,1800,0.5,0
0,,0089,39,,,,2020-11-28 00:03:49.643710,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,0089,44,,,,2020-11-28 00:03:49.644149,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5501,39,,,,2020-11-28 00:03:49.823198,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5501,44,,,,2020-11-28 00:03:49.823785,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5502,39,,,,2020-11-28 00:03:50.002149,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5502,44,,,,2020-11-28 00:03:50.002733,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5503,39,,,,2020-11-28 00:03:50.181581,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5503,44,,,,2020-11-28 00:03:50.182162,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5504,39,,,,2020-11-28 00:03:50.360769,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5504,44,,,,2020-11-28 00:03:50.539556,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5281G,39,,,,2020-11-28 00:03:50.719249,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5281G,44,,,,2020-11-28 00:03:50.899278,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5281G,8,,,,2020-11-28 00:03:51.248462,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5507,39,,,,2020-11-28 00:03:51.427750,,2020,11,5,0,3,279.53,93,1800,0.5,0
0,,5507,44,,,,2020-11-28 00:03:51.606606,,2020,11,5,0,3,279.53,93,1800,0.5,0
